Scenario,GroundTruth,AI_Prob,Conflict,Triage
B_NSAID,GAS,0.7234531630949056,0.739,Pattern C: Silent Danger
B_NSAID,GAS,0.7234531630949056,0.739,Pattern C: Silent Danger
B_NSAID,GAS,0.7234531630949056,0.739,Pattern C: Silent Danger
B_NSAID,GAS,0.7234531630949056,0.739,Pattern C: Silent Danger
B_NSAID,GAS,0.7234531630949056,0.739,Pattern C: Silent Danger
B_NSAID,GAS,0.7234531630949056,0.739,Pattern C: Silent Danger
B_NSAID,GAS,0.7234531630949056,0.739,Pattern C: Silent Danger
B_NSAID,GAS,0.7234531630949056,0.739,Pattern C: Silent Danger
B_NSAID,GAS,0.7234531630949056,0.739,Pattern C: Silent Danger
B_NSAID,GAS,0.7234531630949056,0.739,Pattern C: Silent Danger
B_NSAID,GAS,0.7234531630949056,0.739,Pattern C: Silent Danger
B_NSAID,GAS,0.7234531630949056,0.739,Pattern C: Silent Danger
B_NSAID,GAS,0.7234531630949056,0.739,Pattern C: Silent Danger
B_NSAID,GAS,0.7234531630949056,0.739,Pattern C: Silent Danger
B_NSAID,GAS,0.7234531630949056,0.739,Pattern C: Silent Danger
B_NSAID,GAS,0.7234531630949056,0.739,Pattern C: Silent Danger
B_NSAID,GAS,0.7234531630949056,0.739,Pattern C: Silent Danger
B_NSAID,GAS,0.7234531630949056,0.739,Pattern C: Silent Danger
B_NSAID,GAS,0.7234531630949056,0.739,Pattern C: Silent Danger
B_NSAID,GAS,0.7234531630949056,0.739,Pattern C: Silent Danger
B_NSAID,GAS,0.7234531630949056,0.739,Pattern C: Silent Danger
B_NSAID,GAS,0.7234531630949056,0.739,Pattern C: Silent Danger
B_NSAID,GAS,0.7234531630949056,0.739,Pattern C: Silent Danger
B_NSAID,GAS,0.7234531630949056,0.739,Pattern C: Silent Danger
B_NSAID,GAS,0.7234531630949056,0.739,Pattern C: Silent Danger
B_NSAID,GAS,0.7234531630949056,0.739,Pattern C: Silent Danger
B_NSAID,GAS,0.7234531630949056,0.739,Pattern C: Silent Danger
B_NSAID,GAS,0.7234531630949056,0.739,Pattern C: Silent Danger
B_NSAID,GAS,0.7234531630949056,0.739,Pattern C: Silent Danger
B_NSAID,GAS,0.7234531630949056,0.739,Pattern C: Silent Danger
B_NSAID,GAS,0.7234531630949056,0.739,Pattern C: Silent Danger
B_NSAID,GAS,0.7234531630949056,0.739,Pattern C: Silent Danger
B_NSAID,GAS,0.7234531630949056,0.739,Pattern C: Silent Danger
B_NSAID,GAS,0.7234531630949056,0.739,Pattern C: Silent Danger
B_NSAID,GAS,0.7234531630949056,0.739,Pattern C: Silent Danger
B_NSAID,GAS,0.7234531630949056,0.739,Pattern C: Silent Danger
B_NSAID,GAS,0.7234531630949056,0.739,Pattern C: Silent Danger
B_NSAID,GAS,0.7234531630949056,0.739,Pattern C: Silent Danger
B_NSAID,GAS,0.7234531630949056,0.739,Pattern C: Silent Danger
B_NSAID,GAS,0.7234531630949056,0.739,Pattern C: Silent Danger
B_NSAID,GAS,0.7234531630949056,0.739,Pattern C: Silent Danger
B_NSAID,GAS,0.7234531630949056,0.739,Pattern C: Silent Danger
B_NSAID,GAS,0.7234531630949056,0.739,Pattern C: Silent Danger
B_NSAID,GAS,0.7234531630949056,0.739,Pattern C: Silent Danger
B_NSAID,GAS,0.7234531630949056,0.739,Pattern C: Silent Danger
B_NSAID,GAS,0.7234531630949056,0.739,Pattern C: Silent Danger
B_NSAID,GAS,0.7234531630949056,0.739,Pattern C: Silent Danger
B_NSAID,GAS,0.7234531630949056,0.739,Pattern C: Silent Danger
